Month,LSOA name,LSOA code,month_num,month_sin,month_cos,lag_1,lag_2,lag_3,roll_mean_3,roll_mean_6,forecast_month
2026-01-01,Wrexham 005B,W01000373,1,0.49999999999999994,0.8660254037844387,4.0,13.0,14.0,10.333333333333334,13.166666666666666,2026-02-01
2026-01-01,Wrexham 003A,W01000374,1,0.49999999999999994,0.8660254037844387,29.0,22.0,18.0,23.0,18.166666666666668,2026-02-01
2026-01-01,Wrexham 003B,W01000375,1,0.49999999999999994,0.8660254037844387,16.0,17.0,18.0,17.0,16.333333333333332,2026-02-01
2026-01-01,Wrexham 003C,W01000376,1,0.49999999999999994,0.8660254037844387,3.0,2.0,1.0,2.0,2.0,2026-02-01
2026-01-01,Wrexham 004A,W01000377,1,0.49999999999999994,0.8660254037844387,3.0,4.0,7.0,4.666666666666667,5.166666666666667,2026-02-01
2026-01-01,Wrexham 004B,W01000378,1,0.49999999999999994,0.8660254037844387,5.0,15.0,4.0,8.0,9.333333333333334,2026-02-01
2026-01-01,Wrexham 004C,W01000379,1,0.49999999999999994,0.8660254037844387,12.0,17.0,11.0,13.333333333333334,16.166666666666668,2026-02-01
2026-01-01,Wrexham 004D,W01000380,1,0.49999999999999994,0.8660254037844387,1.0,4.0,7.0,4.0,3.6666666666666665,2026-02-01
2026-01-01,Wrexham 012A,W01000381,1,0.49999999999999994,0.8660254037844387,8.0,9.0,16.0,11.0,12.833333333333334,2026-02-01
2026-01-01,Wrexham 012B,W01000382,1,0.49999999999999994,0.8660254037844387,4.0,11.0,6.0,7.0,9.5,2026-02-01
2026-01-01,Wrexham 020A,W01000383,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,2026-02-01
2026-01-01,Wrexham 020B,W01000384,1,0.49999999999999994,0.8660254037844387,0.0,0.0,5.0,1.6666666666666667,1.0,2026-02-01
2026-01-01,Wrexham 022C,W01000384,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,1.0,2026-02-01
2026-01-01,Wrexham 014C,W01000385,1,0.49999999999999994,0.8660254037844387,12.0,8.0,2.0,7.333333333333333,5.833333333333333,2026-02-01
2026-01-01,Wrexham 015A,W01000386,1,0.49999999999999994,0.8660254037844387,11.0,15.0,17.0,14.333333333333334,15.5,2026-02-01
2026-01-01,Wrexham 008D,W01000387,1,0.49999999999999994,0.8660254037844387,1.0,2.0,0.0,1.0,1.6666666666666667,2026-02-01
2026-01-01,Wrexham 008E,W01000388,1,0.49999999999999994,0.8660254037844387,2.0,1.0,1.0,1.3333333333333333,2.3333333333333335,2026-02-01
2026-01-01,Wrexham 017D,W01000389,1,0.49999999999999994,0.8660254037844387,4.0,4.0,7.0,5.0,6.666666666666667,2026-02-01
2026-01-01,Wrexham 020C,W01000390,1,0.49999999999999994,0.8660254037844387,14.0,0.0,10.0,8.0,5.666666666666667,2026-02-01
2026-01-01,Wrexham 021A,W01000390,1,0.49999999999999994,0.8660254037844387,0.0,14.0,0.0,4.666666666666667,5.666666666666667,2026-02-01
2026-01-01,Wrexham 003D,W01000391,1,0.49999999999999994,0.8660254037844387,8.0,11.0,5.0,8.0,8.5,2026-02-01
2026-01-01,Wrexham 003E,W01000392,1,0.49999999999999994,0.8660254037844387,3.0,1.0,6.0,3.3333333333333335,8.5,2026-02-01
2026-01-01,Wrexham 009C,W01000393,1,0.49999999999999994,0.8660254037844387,29.0,0.0,17.0,15.333333333333334,10.333333333333334,2026-02-01
2026-01-01,Wrexham 023G,W01000393,1,0.49999999999999994,0.8660254037844387,0.0,29.0,0.0,9.666666666666666,10.333333333333334,2026-02-01
2026-01-01,Wrexham 016A,W01000394,1,0.49999999999999994,0.8660254037844387,6.0,4.0,4.0,4.666666666666667,5.166666666666667,2026-02-01
2026-01-01,Wrexham 016B,W01000395,1,0.49999999999999994,0.8660254037844387,3.0,9.0,7.0,6.333333333333333,5.0,2026-02-01
2026-01-01,Wrexham 020H,W01000396,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,2026-02-01
2026-01-01,Wrexham 020I,W01000397,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,2026-02-01
